hour,day_shift,week_day,weekend,COZINHA_SENSOR_PRESENCA-021,COZINHA_CAFETEIRA-020,COZINHA_LAMPADA-019,switch,switch_Y
20,3,5,1,OFF,OFF,OFF,OFF,OFF
20,3,5,1,OFF,OFF,OFF,OFF,OFF
20,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
21,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
22,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
23,3,5,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
0,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
1,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
2,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
3,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
4,0,6,1,OFF,OFF,OFF,OFF,OFF
